"","Actinocyclus_spp","Alveophora_americana","Amphora_coffeaeformis","Amphora_spp","Anomoeneis_sculpta","Aulocoseira_ambigua","Aulocoseira_canadensis","Aulocoseira_pusilla","Aulocoseira_spp","Aulocoseira_subarctica","Aulocoseira_tenella","Chaetoceros_spp","Cocconeis_spp","Craticula_spp","Cyclostephanos_tholiformis","Cyclotella_spp","Cymbella_cymbiformis","Cymbella_spp","Encyonema_spp","Epithemia_musculus","Eunotia_spp","Fragilaria_vaucheriae","Geissleria_spp","Lindavia_rossii","Navicula_spp","Nitzschia_fonticola","Planothidium_apiculatum","Planothidium_delicatulum","Pliocaenicus_spp","Pseudostaurosira_brevistriata","Punctastriata_mimetica","Semiorbis_spp","Staurosira_construens_var_binodis","Staurosira_construens_var_construens","Staurosira_construens_var_venter","Staurosirella_leptostauron_var_leptostauron","Staurosirella_pinnata","Staurosirella_spp","Stephanodiscus_spp","Surirella_amphioxys","Tetracyclus_spp","Unknown_spp","Amphora_copulata","Aulacoseira_ambigua","Aulacoseira_granulata","Aulacoseira_iirata","Aulacoseira_islandica","Aulacoseira_nivaloides","Aulacoseira_pusilla","Aulacoseira_spp","Aulacoseira_subarctica","Aulacoseira_tenella","Caponea_spp","Cocconeis_klamathensis","Cyclostephanos_spp","Epithemia_gibberula","Fragilariforma_nitzschioides","Licomphora_spp","Melosira_spp","Pseudostaurosira_neoelliptica","Pseudostaurosiropsis_spp","Rhopalodia_spp","Surirella_spp","Tetracyclus_emarginatus","Tetracyclus_glans","spp_spp","Epithemia_Rhopalodia","Aneumastus_psuedotusculus","Licmophora_spp","Entomoneis_punctulata","Epithemia_spp","Tetracyclus_rupestris","Aneumastus_spp","Aulacoseira_nygaardii","Caponea_caribbea","Diploneis_spp","Gomphoneis_minuata"
"V330643_L0297",0,0,0,0,0,0,0,0,1.29310344827586,0,0.862068965517241,0,0,0,0.862068965517241,0,0,2.58620689655172,0,0,0,0,0,0,0,0,0,0,0.431034482758621,0,0,0,0,0,0,0,0,0,0,0,0,93.9655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V330663_L0317",0,0,0,0,0,0,0,0.50251256281407,2.51256281407035,0,0.50251256281407,0,0,0,0,0,0,1.00502512562814,0,0,0,0,0,0,0,0,0,0,0.50251256281407,0,0,0,0,0,0,0,0,0,0,0,0,94.9748743718593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V330692_L0349",0,0,0,0,0,0,0,0,3.00429184549356,0,0,0,0,0,0.429184549356223,0,0,1.71673819742489,0,0,0,0,0,0,0,0,0,0,0.429184549356223,0,0,0,0,0,0,0,0,0,0,0,0,94.4206008583691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V331589_L1308",0.799289520426288,0,0,0,2.39786856127886,0,0,0,0,0,0,0.266429840142096,0,0.532859680284192,1.9538188277087,2.93072824156306,0,1.24333925399645,0,0,0,0,0,0,0.088809946714032,0.088809946714032,0,0,1.68738898756661,0,0.621669626998224,0,0,0,0,0,0,0,1.06571936056838,0,0,64.6536412078153,1.42095914742451,0.88809946714032,0.799289520426288,0,0.177619893428064,0.355239786856128,0.532859680284192,7.81527531083481,1.59857904085258,5.68383658969805,0.177619893428064,0.088809946714032,0,0.799289520426288,0.44404973357016,0.088809946714032,0,0.088809946714032,0,0.266429840142096,0,0,0.355239786856128,0.088809946714032,0,0,0,0,0,0,0,0,0,0,0
"V331643_L1363",0,0,0,0,1.91570881226054,0,0,0,0,0,0,0,0.127713920817369,0.127713920817369,1.40485312899106,0.510855683269476,0,0.766283524904214,0,0,0,0,0.127713920817369,0,0.383141762452107,0,0,0,0.510855683269476,0,0,0,0,0,0,0.255427841634738,0,0,0.510855683269476,0,0,82.7586206896552,3.95913154533844,0,0,0,0,0.510855683269476,0.127713920817369,2.68199233716475,0.638569604086845,1.91570881226054,0.127713920817369,0,0,0,0,0,0,0.127713920817369,0.127713920817369,0.127713920817369,0,0,0.255427841634738,0,0,0,0,0,0,0,0,0,0,0,0
"V331739_L1466",0.484652665589661,0,0,0,0.807754442649435,0,0,0,0,0,0,0,0,0.323101777059774,1.61550888529887,1.53473344103393,0,1.61550888529887,0,0,0,0.0807754442649435,0.0807754442649435,0,0.646203554119548,0.0807754442649435,0,0,0.807754442649435,0,0.484652665589661,0,0,0,0,0.323101777059774,0,0.0807754442649435,0.403877221324717,0,0,78.1906300484653,1.37318255250404,0,0,0,0.161550888529887,0.565428109854604,0.161550888529887,4.03877221324717,1.2924071082391,3.7156704361874,0,0,0,0.24232633279483,0.0807754442649435,0,0,0.24232633279483,0,0.323101777059774,0,0.0807754442649435,0.161550888529887,0,0,0,0,0,0,0,0,0,0,0,0
"V331999_L1729",0.209205020920502,0,0,0,1.15062761506276,0,0,0,0,0,0,0,0,0,1.77824267782427,0.94142259414226,0,1.04602510460251,0.104602510460251,0,0,0,0,0,0.94142259414226,0,0,0,1.98744769874477,0,1.15062761506276,0.104602510460251,0,0,0,0.104602510460251,0,0,0,0,0,80.6485355648535,0.418410041841004,0,0,0,0,0,0,3.55648535564854,1.15062761506276,3.66108786610879,0,0,0,0.418410041841004,0,0.104602510460251,0,0,0,0.104602510460251,0,0,0,0,0,0.104602510460251,0.313807531380753,0,0,0,0,0,0,0,0
"V332269_L2007",0.217627856365615,0.544069640914037,0,0,1.08813928182807,0,0,0,0,0,0,0,0,0.979325353645267,1.63220892274211,1.63220892274211,0,1.63220892274211,0,0.217627856365615,0,0,0,0,0.108813928182807,0,0,0,0.326441784548422,0,1.5233949945593,0,0,0,0,0.326441784548422,0,0,1.08813928182807,0,0.108813928182807,74.4287268770403,0.217627856365615,0.108813928182807,0.326441784548422,0.108813928182807,0.544069640914037,0.761697497279652,0.108813928182807,6.52883569096844,0.761697497279652,1.95865070729053,0.108813928182807,0,0.108813928182807,0.652883569096844,0,0,0,0,0,0.108813928182807,0.108813928182807,0.108813928182807,0.326441784548422,0,0,0,0,0.979325353645267,0.108813928182807,0.108813928182807,0,0,0,0,0
"V332333_L2072",0,0,0,0,0,0,0,0,4.8780487804878,0,2.9810298102981,0,0,0,0.813008130081301,0,0,3.5230352303523,0,0,0.2710027100271,0,0,0,0,0,0,0,0.813008130081301,0,0,0,0,0,0,0,0,0,0,0.2710027100271,0,86.1788617886179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2710027100271,0,0,0,0,0,0,0,0,0,0
"V332357_L2097",0,0,0,0,0,0,0,0,5.90717299578059,0,5.06329113924051,0,0,0,0,0,0,1.26582278481013,0,0,0,0,0,0,0,0,0,0,1.68776371308017,0,0,0,0,0,0,0,0.421940928270042,0,0,0,0,85.6540084388186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V332407_L2150",0.140154169586545,0,0,0,0.490539593552908,0,0,0,0,0,0,0,0,0.420462508759636,1.68185003503854,2.10231254379818,0,1.541695865452,0.0700770847932726,0.210231254379818,0,0,0.0700770847932726,0,1.40154169586545,0,0,0,0.560616678346181,0,0.420462508759636,0,0,0,0,0.0700770847932726,0,0,0.700770847932726,0,0,77.3651016117729,0.140154169586545,0.28030833917309,0,0,0,0.981079187105816,0.0700770847932726,6.16678346180799,0.700770847932726,3.22354590049054,0,0,0,0.28030833917309,0,0,0,0.0700770847932726,0.0700770847932726,0.28030833917309,0,0,0.0700770847932726,0,0,0,0,0,0,0,0.0700770847932726,0.0700770847932726,0.0700770847932726,0.140154169586545,0.0700770847932726
"V332424_L2167",0,0,0,0,0,0,0,0,4.48717948717949,0,0.641025641025641,0,0,0,0.641025641025641,0,0,0.641025641025641,0,0,0,0,0,0,0,0,0,0,0.641025641025641,0,0,0,0,0,0,0,0.641025641025641,0,0,0,0,92.3076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V332514_L2257",0,0,0,0,0,0,0,0,4.88888888888889,0,0.444444444444444,0,0,0,0.444444444444444,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V332534_L2278",0,0,0,0,0,0,0,0,3.43137254901961,0,1.47058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,0.490196078431373,0,0,0,0,0,0,0.980392156862745,0,91.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V332540_L2284",0,0,0,0,0,0,0,0,8.62068965517241,0,3.87931034482759,0,0,0,0.431034482758621,0,0,0.431034482758621,0,0,0.431034482758621,0,0,0,0,0,0,0,0.431034482758621,0,0,0,0,0,0,0,0.431034482758621,0,0,0,0,84.9137931034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431034482758621,0,0,0,0,0,0,0,0,0,0
"V332603_L2451",0,0,0,0,0,0,0,0,2.39520958083832,0,1.79640718562874,0,0,0,0.598802395209581,0,0,0.598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.6107784431138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V332671_L2523",0,0,0,0,0,0,0,0.48780487804878,6.82926829268293,0,0.48780487804878,0,0,0,0.48780487804878,0,0,0.48780487804878,0,0,0,0,0,0,0,0,0,0,0.48780487804878,0,0,0,0,0,0,0,0,0,0,0,0,90.2439024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48780487804878,0,0,0,0,0,0,0,0,0,0
"V332690_L2543",0,0,0,0,0,0,0,0,5.0761421319797,0,1.01522842639594,0,0,0,0.761421319796954,0,0,0.761421319796954,0,0,0,0,0,0,0,0,0,0,0.50761421319797,0,0,0,0,0,0,0,0,0,0,0,0,91.8781725888325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V332856_L2711",0,0,0,0,0,0,0,0,4.84581497797357,0,1.3215859030837,0,0,0,1.76211453744493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440528634361234,0,0,0,0,0,0,0,0,0,0,0,0,91.6299559471366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V332949_L2804",0,0,0,0,0,0,0,0.209643605870021,6.91823899371069,0,2.93501048218029,0,0,0,1.0482180293501,0,0,1.46750524109015,0,0,0,0,0,0,0,0,0,0,0.209643605870021,0,0,0,0,0,0,0,0,0,0,0,0.209643605870021,86.7924528301887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209643605870021,0,0,0,0,0,0,0,0,0,0
"V333195_L3054",0,0,0,0,0,0,0,0,3.27102803738318,0,3.27102803738318,0,0,0,0.467289719626168,0,0,0.700934579439252,0,0,0,0,0,0,0,0,0,0,0.700934579439252,0,0,0,0,0,0,0,0.467289719626168,0,0,0,0,91.1214953271028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V333237_L3096",0,0,0,0,0,0,0,0,4.27350427350427,0,2.42165242165242,0,0,0,0.56980056980057,0,0,0.997150997150997,0,0,0,0,0,0,0,0,0,0,0.712250712250712,0,0,0.284900284900285,0,0,0,0,0.142450142450142,0,0,0,0,90.4558404558405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142450142450142,0,0,0,0,0,0,0,0,0,0
"V333449_L3291",0,0,0,0,0,0,0,0.643086816720257,3.85852090032154,0.321543408360129,4.5016077170418,0,0,0,0,0,0,1.28617363344051,0,0,0,0,0,0,0,0,0,0,1.60771704180064,0,0,0,0,0.321543408360129,0,0,0.643086816720257,0,0,0.321543408360129,0,86.1736334405145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321543408360129,0,0,0,0,0,0,0,0,0,0
"V333509_L3351",0,0,0,0,0,0,0,0,5.06912442396313,0,1.38248847926267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V333581_L3425",0,0,0,0,0,0,0,0.22075055187638,4.41501103752759,0,3.09050772626932,0,0,0,0.883002207505519,0,0,0.883002207505519,0,0,0,0,0,0,0,0,0,0,1.54525386313466,0,0.22075055187638,0,0,0,0,0,0.22075055187638,0,0,2.2075055187638,0,85.8719646799117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441501103752759,0,0,0,0,0,0,0,0,0,0
"V333620_L3464",0,0,0,0,0,0,0,0,0,0,0.581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16279069767442,0,98.2558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V333671_L3515",0,0,0,0,0,0,0,0,3.08219178082192,0,0,0,0,0,0.342465753424658,0,0,0.342465753424658,0,0,0,0,0,0,0,0,0,0,0.342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,95.5479452054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V333800_L3646",0,0,0,0,0,0,0,0,4.93827160493827,0,2.88065843621399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411522633744856,0,0,0,0,0,0,0,0.411522633744856,0,0,0,0,91.358024691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V333906_L3752",0,0,0,0,0,0,0,0,1.12359550561798,0,0.749063670411985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374531835205993,0,0,0,0,0,0,0,0,0,0,0,0,97.3782771535581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374531835205993,0,0,0,0,0,0,0,0,0,0
"V333994_L3863",0,0,0,0,0,0,0,0,6.77200902934537,0,3.16027088036117,0,0,0,0.451467268623025,0,0.225733634311512,3.16027088036117,0,0,0,0,0,0,0,0.225733634311512,0,0,1.12866817155756,0,0,0,0,0,0,0,0,0.225733634311512,0,0.225733634311512,0,83.7471783295711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677200902934537,0,0,0,0,0,0,0,0,0,0
"V356032_LXXXX",0,0,0,0,0,0,0,0.223214285714286,2.90178571428571,0,0.669642857142857,0,0,0,0,0,0,0.892857142857143,0,0,0,0,0,0,0,0,0,0,0.446428571428571,0,0,0,0,0,0,0,0.446428571428571,0,0,3.34821428571429,0.223214285714286,90.8482142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V356038_LXXXX",0,0,0,0,0,0,0,0.3003003003003,5.1051051051051,0,2.4024024024024,0,0,0,0.15015015015015,0,0,0.45045045045045,0,0,0,0,0,0,0,0,0,0,0.3003003003003,0,0,0,0,0,0,0,0,0,0,0.900900900900901,0,88.1381381381381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15015015015015,0,0,0,2.1021021021021,0,0,0,0,0,0,0,0,0,0
"V356056_LXXXX",0,0,0,0,0,0.241545893719807,0,0.241545893719807,5.07246376811594,0,4.34782608695652,0,0,0,2.89855072463768,0,0,0.483091787439614,0,0.241545893719807,0.72463768115942,0,0,0,0,0,0,0,0.72463768115942,0,0,0,0,0,0,0,2.41545893719807,0,0,4.83091787439614,0.241545893719807,77.536231884058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V356062_LXXXX",0,0,0,0,0,0,0,0,3.72208436724566,0,3.2258064516129,0,0,0,1.48883374689826,0,0,0.992555831265509,0,0,0,0,0,0,0,0,0,0,0.248138957816377,0,0,0,0,0,0,0,0,0,0,1.73697270471464,0,87.5930521091811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248138957816377,0,0,0,0.744416873449132,0,0,0,0,0,0,0,0,0,0
"V356066_LXXXX",0,0,0,0,0,0,0,0,2.84431137724551,0,3.1437125748503,0,0,0,0.149700598802395,0,0,0.898203592814371,0,0,0,0,0,0,0,0,0,0,0.29940119760479,0,0,0,0,0,0,0,0,0,0,3.59281437125748,0.149700598802395,88.9221556886228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V356080_LXXXX",0,0,0.136054421768707,0.272108843537415,0,0,0,0,9.93197278911565,0.136054421768707,5.03401360544218,0,0,0,2.44897959183673,0,0,0.816326530612245,0,0.136054421768707,0.136054421768707,0,0,0,0,0,0,0,1.36054421768707,0,0.136054421768707,0.54421768707483,0,0,0,0,0.680272108843537,0,0,1.7687074829932,0.136054421768707,76.3265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V356093_LXXXX",0,0,0,0,0,0,0,0,3.28358208955224,0,2.08955223880597,0,0,0,0.597014925373134,0,0,1.7910447761194,0,0,0,0,0,0,0,0,0,0,0.895522388059702,0,0,0,0,0,0,0,0,0,0,4.77611940298508,0,86.5671641791045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V356105_LXXXX",0,0,0,0,0,0,0,0.743494423791822,4.46096654275093,0,3.3457249070632,0,0,0,0,0,0,0.557620817843866,0,0,0,0,0,0,0,0,0,0,0.185873605947955,0,0,0,0,0,0,0,0,0,0,0.743494423791822,0,89.9628252788104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V356116_LXXXX",0,0,0,0,0,0,0,0,5.72289156626506,0,2.10843373493976,0,0,0,0,0,0,1.20481927710843,0,0,0,0,0,0,0,0,0,0,0.602409638554217,0,0,0,0.301204819277108,0,0,0,0,0,0,0,0,90.0602409638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V356122_LXXXX",0,0,0,0,0,0,0,0.975609756097561,4.63414634146341,0,4.14634146341463,0,0,0,0,0,0,0.731707317073171,0,0,0,0,0,0,0,0,0,0,0.24390243902439,0,0,0,0,0,0,0,0,0,0,0,0,89.2682926829268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V356164_LXXXX",0,0,0,0,0,0,0,0.228310502283105,7.30593607305936,0,4.10958904109589,0,0,0,1.82648401826484,0,0,4.7945205479452,0,0,0.228310502283105,0,0,0,0,0,0,0,1.36986301369863,0,0,0,0,0,0,0,0,0,0,0.228310502283105,0.228310502283105,79.4520547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228310502283105,0,0,0,0,0,0,0,0,0,0
"V356174_LXXXX",0,0,0,0,0.557103064066852,0,0,0.278551532033426,11.4206128133705,0,2.50696378830084,0,0,0,0,0,0,3.89972144846797,0.278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.058495821727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V356200_LXXXX",0,0,0,0,0,0,0,0,3.44827586206897,0,1.37931034482759,0,0,0,0.689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
